date,industry_group,revenue_change
2020-07-16,Leisure & Hospitality,-0.584
2020-07-17,Leisure & Hospitality,-0.585
2020-07-18,Leisure & Hospitality,-0.588
2020-07-19,Leisure & Hospitality,-0.588
2020-07-20,Leisure & Hospitality,-0.59
2020-07-21,Leisure & Hospitality,-0.5870000000000001
2020-07-22,Leisure & Hospitality,-0.586
2020-07-23,Leisure & Hospitality,-0.578
2020-07-24,Leisure & Hospitality,-0.574
2020-07-25,Leisure & Hospitality,-0.569
2020-07-26,Leisure & Hospitality,-0.565
2020-07-27,Leisure & Hospitality,-0.563
2020-07-28,Leisure & Hospitality,-0.5589999999999999
2020-07-29,Leisure & Hospitality,-0.556
2020-07-30,Leisure & Hospitality,-0.561
2020-07-31,Leisure & Hospitality,-0.557
2020-08-01,Leisure & Hospitality,-0.5579999999999999
2020-08-02,Leisure & Hospitality,-0.564
2020-08-03,Leisure & Hospitality,-0.56
2020-08-04,Leisure & Hospitality,-0.557
2020-08-05,Leisure & Hospitality,-0.562
2020-08-06,Leisure & Hospitality,-0.5670000000000001
2020-08-07,Leisure & Hospitality,-0.578
2020-08-08,Leisure & Hospitality,-0.5870000000000001
2020-08-09,Leisure & Hospitality,-0.588
2020-08-10,Leisure & Hospitality,-0.594
2020-08-11,Leisure & Hospitality,-0.601
2020-08-12,Leisure & Hospitality,-0.598
2020-08-13,Leisure & Hospitality,-0.598
2020-08-14,Leisure & Hospitality,-0.598
2020-08-15,Leisure & Hospitality,-0.6
2020-08-16,Leisure & Hospitality,-0.601
2020-08-17,Leisure & Hospitality,-0.595
2020-08-18,Leisure & Hospitality,-0.596
2020-08-19,Leisure & Hospitality,-0.6
2020-08-20,Leisure & Hospitality,-0.603
2020-08-21,Leisure & Hospitality,-0.606
2020-08-22,Leisure & Hospitality,-0.605
2020-08-23,Leisure & Hospitality,-0.607
2020-08-24,Leisure & Hospitality,-0.614
2020-08-25,Leisure & Hospitality,-0.618
2020-08-26,Leisure & Hospitality,-0.62
2020-08-27,Leisure & Hospitality,-0.612
2020-08-28,Leisure & Hospitality,-0.607
2020-08-29,Leisure & Hospitality,-0.603
2020-08-30,Leisure & Hospitality,-0.597
2020-08-31,Leisure & Hospitality,-0.604
2020-09-01,Leisure & Hospitality,-0.591
2020-09-02,Leisure & Hospitality,-0.5770000000000001
2020-09-03,Leisure & Hospitality,-0.575
2020-09-04,Leisure & Hospitality,-0.565
2020-09-05,Leisure & Hospitality,-0.555
2020-09-06,Leisure & Hospitality,-0.547
2020-09-07,Leisure & Hospitality,-0.535
2020-09-08,Leisure & Hospitality,-0.529
2020-09-09,Leisure & Hospitality,-0.528
2020-09-10,Leisure & Hospitality,-0.5329999999999999
2020-09-11,Leisure & Hospitality,-0.544
2020-09-12,Leisure & Hospitality,-0.55
2020-09-13,Leisure & Hospitality,-0.568
2020-09-14,Leisure & Hospitality,-0.555
2020-09-15,Leisure & Hospitality,-0.57
2020-09-16,Leisure & Hospitality,-0.5770000000000001
2020-09-17,Leisure & Hospitality,-0.5660000000000001
2020-09-18,Leisure & Hospitality,-0.562
2020-09-19,Leisure & Hospitality,-0.557
2020-09-20,Leisure & Hospitality,-0.5489999999999999
2020-09-21,Leisure & Hospitality,-0.545
2020-09-22,Leisure & Hospitality,-0.54
2020-09-23,Leisure & Hospitality,-0.5429999999999999
2020-09-24,Leisure & Hospitality,-0.545
2020-09-25,Leisure & Hospitality,-0.541
2020-09-26,Leisure & Hospitality,-0.539
2020-09-27,Leisure & Hospitality,-0.534
2020-09-28,Leisure & Hospitality,-0.546
2020-09-29,Leisure & Hospitality,-0.545
2020-09-30,Leisure & Hospitality,-0.542
2020-10-01,Leisure & Hospitality,-0.525
2020-10-02,Leisure & Hospitality,-0.522
2020-10-03,Leisure & Hospitality,-0.518
2020-10-04,Leisure & Hospitality,-0.519
2020-10-05,Leisure & Hospitality,-0.512
2020-10-06,Leisure & Hospitality,-0.506
2020-10-07,Leisure & Hospitality,-0.52
2020-10-08,Leisure & Hospitality,-0.537
2020-10-09,Leisure & Hospitality,-0.5329999999999999
2020-10-10,Leisure & Hospitality,-0.537
2020-10-11,Leisure & Hospitality,-0.532
2020-10-12,Leisure & Hospitality,-0.523
2020-10-13,Leisure & Hospitality,-0.534
2020-10-14,Leisure & Hospitality,-0.539
2020-10-15,Leisure & Hospitality,-0.539
2020-10-16,Leisure & Hospitality,-0.5479999999999999
2020-10-17,Leisure & Hospitality,-0.5429999999999999
2020-10-18,Leisure & Hospitality,-0.527
2020-10-19,Leisure & Hospitality,-0.527
2020-10-20,Leisure & Hospitality,-0.534
2020-10-21,Leisure & Hospitality,-0.516
2020-10-22,Leisure & Hospitality,-0.522
2020-10-23,Leisure & Hospitality,-0.518
2020-10-24,Leisure & Hospitality,-0.522
2020-10-25,Leisure & Hospitality,-0.541
2020-10-26,Leisure & Hospitality,-0.546
2020-10-27,Leisure & Hospitality,-0.5429999999999999
2020-10-28,Leisure & Hospitality,-0.537
2020-10-29,Leisure & Hospitality,-0.529
2020-10-30,Leisure & Hospitality,-0.531
2020-10-31,Leisure & Hospitality,-0.541
2020-11-01,Leisure & Hospitality,-0.55
2020-11-02,Leisure & Hospitality,-0.5429999999999999
2020-11-03,Leisure & Hospitality,-0.536
2020-11-04,Leisure & Hospitality,-0.545
2020-11-05,Leisure & Hospitality,-0.54
2020-11-06,Leisure & Hospitality,-0.542
2020-11-07,Leisure & Hospitality,-0.544
2020-11-08,Leisure & Hospitality,-0.544
2020-11-09,Leisure & Hospitality,-0.5579999999999999
2020-11-10,Leisure & Hospitality,-0.5660000000000001
2020-11-11,Leisure & Hospitality,-0.562
2020-11-12,Leisure & Hospitality,-0.5710000000000001
2020-11-13,Leisure & Hospitality,-0.574
2020-11-14,Leisure & Hospitality,-0.5710000000000001
2020-11-15,Leisure & Hospitality,-0.5589999999999999
2020-11-16,Leisure & Hospitality,-0.556
